Sitio,Tipo,Fecha,Transecto,Hora,Clima,Temperatura,Humedad,Personas,Bloque,Veg,Hoja,Notes,sample_date
VC-N,N,01/12/22,3,21:54:00,N,22.7,93.3,"HJ, DZ",B,same,same,"5 - 4 DZ, 1 HJ",2022-12-01
VC-N,N,01/12/22,3,21:54:00,N,22.7,93.3,"HJ, DZ",C,same,same,"5 - 4 DZ, 1 HJ",2022-12-01
VC-N,N,01/12/22,3,21:54:00,N,22.7,93.3,"HJ, DZ",D,same,same,"5 - 4 DZ, 1 HJ",2022-12-01
VC-N,N,01/12/22,4,22:06:00,N,22.4,94.2,"HJ, DZ",A,same,same,"6 - 3 DZ, 3 HJ, leplab, Ameiva septemlineata",2022-12-01
VC-N,N,01/12/22,4,22:06:00,N,22.4,94.2,"HJ, DZ",B,same,same,"6 - 3 DZ, 3 HJ, leplab, Ameiva septemlineata",2022-12-01
VC-N,N,01/12/22,4,22:06:00,N,22.4,94.2,"HJ, DZ",C,same,same,"6 - 3 DZ, 3 HJ, leplab, Ameiva septemlineata",2022-12-01
VC-N,N,01/12/22,4,22:06:00,N,22.4,94.2,"HJ, DZ",D,same,same,"6 - 3 DZ, 3 HJ, leplab, Ameiva septemlineata",2022-12-01
VC-C,C,02/12/22,1,20:16:00,PN,20.4,94.1,"HJ, DZ",A,same,same,0,2022-12-02
VC-C,C,02/12/22,1,20:16:00,PN,20.4,94.1,"HJ, DZ",B,same,same,0,2022-12-02
VC-C,C,02/12/22,1,20:16:00,PN,20.4,94.1,"HJ, DZ",C,same,same,0,2022-12-02
VC-C,C,02/12/22,1,20:16:00,PN,20.4,94.1,"HJ, DZ",D,same,same,0,2022-12-02
VC-C,C,02/12/22,2,20:29:00,PN,21.5,97.8,"HJ, DZ",A,same,same,0,2022-12-02
VC-C,C,02/12/22,2,20:29:00,PN,21.5,97.8,"HJ, DZ",B,same,same,0,2022-12-02
VC-C,C,02/12/22,2,20:29:00,PN,21.5,97.8,"HJ, DZ",C,same,same,0,2022-12-02
VC-C,C,02/12/22,2,20:29:00,PN,21.5,97.8,"HJ, DZ",D,same,same,0,2022-12-02
VC-C,C,02/12/22,3,20:42:00,CL,21.5,97.7,"HJ, DZ",A,same,same,0,2022-12-02
VC-C,C,02/12/22,3,20:42:00,CL,21.5,97.7,"HJ, DZ",B,same,same,0,2022-12-02
VC-C,C,02/12/22,3,20:42:00,CL,21.5,97.7,"HJ, DZ",C,same,same,0,2022-12-02
VC-C,C,02/12/22,3,20:42:00,CL,21.5,97.7,"HJ, DZ",D,same,same,0,2022-12-02
VC-C,C,02/12/22,4,20:55:00,CL,20.1,99.9,"HJ, DZ",A,same,same,1 - 1 HJ,2022-12-02
VC-C,C,02/12/22,4,20:55:00,CL,20.1,99.9,"HJ, DZ",B,same,same,1 - 1 HJ,2022-12-02
VC-C,C,02/12/22,4,20:55:00,CL,20.1,99.9,"HJ, DZ",C,same,same,1 - 1 HJ,2022-12-02
VC-C,C,02/12/22,4,20:55:00,CL,20.1,99.9,"HJ, DZ",D,same,same,1 - 1 HJ,2022-12-02
PV-N,N,02/12/22,1,21:12:00,CL,23.5,90.4,"HJ, DZ",A,same,same,"4 - 3 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,1,21:12:00,CL,23.5,90.4,"HJ, DZ",B,same,same,"4 - 3 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,1,21:12:00,CL,23.5,90.4,"HJ, DZ",C,same,same,"4 - 3 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,1,21:12:00,CL,23.5,90.4,"HJ, DZ",D,same,same,"4 - 3 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,2,21:27:00,CL,22.3,93.8,"HJ, DZ",A,same,same,"2 - 1 HJ, 1 DZ",2022-12-02
PV-N,N,02/12/22,2,21:27:00,CL,22.3,93.8,"HJ, DZ",B,same,same,"2 - 1 HJ, 1 DZ",2022-12-02
PV-N,N,02/12/22,2,21:27:00,CL,22.3,93.8,"HJ, DZ",C,same,same,"2 - 1 HJ, 1 DZ",2022-12-02
PV-N,N,02/12/22,2,21:27:00,CL,22.3,93.8,"HJ, DZ",D,same,same,"2 - 1 HJ, 1 DZ",2022-12-02
PV-N,N,02/12/22,3,21:39:00,CL,23,92.3,"HJ, DZ",A,same,same,"3 - 2 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,3,21:39:00,CL,23,92.3,"HJ, DZ",B,same,same,"3 - 2 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,3,21:39:00,CL,23,92.3,"HJ, DZ",C,same,same,"3 - 2 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,3,21:39:00,CL,23,92.3,"HJ, DZ",D,same,same,"3 - 2 DZ, 1 HJ",2022-12-02
PV-N,N,02/12/22,4,21:51:00,CL,22.5,94.4,"HJ, DZ",A,same,same,2 - 2 DZ,2022-12-02
PV-N,N,02/12/22,4,21:51:00,CL,22.5,94.4,"HJ, DZ",B,same,same,2 - 2 DZ,2022-12-02
PV-N,N,02/12/22,4,21:51:00,CL,22.5,94.4,"HJ, DZ",C,same,same,2 - 2 DZ,2022-12-02
PV-N,N,02/12/22,4,21:51:00,CL,22.5,94.4,"HJ, DZ",D,same,same,2 - 2 DZ,2022-12-02
FCAT-V1,V,09/01/23,1,20:03:00,LL,22.6,99.9,"DZ, JL",A,60,80,"3 - 2 DZ, 1 JL, Alopoglossus festae",2023-01-09
FCAT-V1,V,09/01/23,1,20:03:00,LL,22.6,99.9,"DZ, JL",B,70,100,"3 - 2 DZ, 1 JL, Alopoglossus festae",2023-01-09
FCAT-V1,V,09/01/23,1,20:03:00,LL,22.6,99.9,"DZ, JL",C,40,60,"3 - 2 DZ, 1 JL, Alopoglossus festae",2023-01-09
FCAT-V1,V,09/01/23,1,20:03:00,LL,22.6,99.9,"DZ, JL",D,70,70,"3 - 2 DZ, 1 JL, Alopoglossus festae",2023-01-09
FCAT-V1,V,09/01/23,2,20:22:00,LL,22.5,99.9,"DZ, JL",A,15,50,"4 - 3 DZ, 1 JL",2023-01-09
FCAT-V1,V,09/01/23,2,20:22:00,LL,22.5,99.9,"DZ, JL",B,30,70,"4 - 3 DZ, 1 JL",2023-01-09
FCAT-V1,V,09/01/23,2,20:22:00,LL,22.5,99.9,"DZ, JL",C,80,70,"4 - 3 DZ, 1 JL",2023-01-09
FCAT-V1,V,09/01/23,2,20:22:00,LL,22.5,99.9,"DZ, JL",D,85,100,"4 - 3 DZ, 1 JL",2023-01-09
FCAT-V1,V,09/01/23,3,20:39:00,LL,21.7,99.9,"DZ, JL",A,30,90,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,3,20:39:00,LL,21.7,99.9,"DZ, JL",B,35,70,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,3,20:39:00,LL,21.7,99.9,"DZ, JL",C,100,80,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,3,20:39:00,LL,21.7,99.9,"DZ, JL",D,100,95,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,4,20:56:00,LL,22.2,99.9,"DZ, JL",A,50,70,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,4,20:56:00,LL,22.2,99.9,"DZ, JL",B,45,90,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,4,20:56:00,LL,22.2,99.9,"DZ, JL",C,100,80,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-V1,V,09/01/23,4,20:56:00,LL,22.2,99.9,"DZ, JL",D,100,60,"3 - 2 JL, 1 DZ",2023-01-09
FCAT-B1,B,09/01/23,1,21:24:00,LL,23.4,99.9,"DZ, JL",A,40,30,1 - 1 JL,2023-01-09
FCAT-B1,B,09/01/23,1,21:24:00,LL,23.4,99.9,"DZ, JL",B,35,50,1 - 1 JL,2023-01-09
FCAT-B1,B,09/01/23,1,21:24:00,LL,23.4,99.9,"DZ, JL",C,70,45,1 - 1 JL,2023-01-09
FCAT-B1,B,09/01/23,1,21:24:00,LL,23.4,99.9,"DZ, JL",D,100,30,1 - 1 JL,2023-01-09
FCAT-B1,B,09/01/23,2,21:38:00,LL,24.7,99.9,"DZ, JL",A,5,80,1 - 1 DZ,2023-01-09
FCAT-B1,B,09/01/23,2,21:38:00,LL,24.7,99.9,"DZ, JL",B,10,50,1 - 1 DZ,2023-01-09
FCAT-B1,B,09/01/23,2,21:38:00,LL,24.7,99.9,"DZ, JL",C,30,40,1 - 1 DZ,2023-01-09
FCAT-B1,B,09/01/23,2,21:38:00,LL,24.7,99.9,"DZ, JL",D,70,20,1 - 1 DZ,2023-01-09
FCAT-B1,B,09/01/23,3,21:55:00,LL,22.1,99.9,"DZ, JL",A,5,70,"1 - 1 JL, Lachesis acrochorda",2023-01-09
FCAT-B1,B,09/01/23,3,21:55:00,LL,22.1,99.9,"DZ, JL",B,10,90,"1 - 1 JL, Lachesis acrochorda",2023-01-09
FCAT-B1,B,09/01/23,3,21:55:00,LL,22.1,99.9,"DZ, JL",C,25,100,"1 - 1 JL, Lachesis acrochorda",2023-01-09
FCAT-B1,B,09/01/23,3,21:55:00,LL,22.1,99.9,"DZ, JL",D,40,70,"1 - 1 JL, Lachesis acrochorda",2023-01-09
FCAT-B1,B,09/01/23,4,22:12:00,LL,22.3,99.4,"DZ, JL",A,30,70,0 - Leptodeira ornata,2023-01-09
FCAT-B1,B,09/01/23,4,22:12:00,LL,22.3,99.4,"DZ, JL",B,25,50,0 - Leptodeira ornata,2023-01-09
FCAT-B1,B,09/01/23,4,22:12:00,LL,22.3,99.4,"DZ, JL",C,60,80,0 - Leptodeira ornata,2023-01-09
FCAT-B1,B,09/01/23,4,22:12:00,LL,22.3,99.4,"DZ, JL",D,90,60,0 - Leptodeira ornata,2023-01-09
JZ-C,C,10/01/23,1,20:04:00,N,23.8,97.3,"DZ, JL",A,5,15,2 - 2 DZ,2023-01-10
JZ-C,C,10/01/23,1,20:04:00,N,23.8,97.3,"DZ, JL",B,5,30,2 - 2 DZ,2023-01-10
JZ-C,C,10/01/23,1,20:04:00,N,23.8,97.3,"DZ, JL",C,30,20,2 - 2 DZ,2023-01-10
JZ-C,C,10/01/23,1,20:04:00,N,23.8,97.3,"DZ, JL",D,50,10,2 - 2 DZ,2023-01-10
JZ-C,C,10/01/23,2,20:19:00,N,22.1,99.9,"DZ, JL",A,0,5,"2 - 1 DZ, 1 JL",2023-01-10
JZ-C,C,10/01/23,2,20:19:00,N,22.1,99.9,"DZ, JL",B,0,5,"2 - 1 DZ, 1 JL",2023-01-10
JZ-C,C,10/01/23,2,20:19:00,N,22.1,99.9,"DZ, JL",C,70,10,"2 - 1 DZ, 1 JL",2023-01-10
JZ-C,C,10/01/23,2,20:19:00,N,22.1,99.9,"DZ, JL",D,100,15,"2 - 1 DZ, 1 JL",2023-01-10
JZ-C,C,10/01/23,3,20:34:00,N,22,99.9,"DZ, JL",A,5,20,2 - 2 JL,2023-01-10
JZ-C,C,10/01/23,3,20:34:00,N,22,99.9,"DZ, JL",B,60,5,2 - 2 JL,2023-01-10
JZ-C,C,10/01/23,3,20:34:00,N,22,99.9,"DZ, JL",C,5,40,2 - 2 JL,2023-01-10
JZ-C,C,10/01/23,3,20:34:00,N,22,99.9,"DZ, JL",D,10,30,2 - 2 JL,2023-01-10
JZ-C,C,10/01/23,4,20:51:00,N,21.9,99.9,"DZ, JL",A,50,15,"5 - 3 DZ, 2 JL",2023-01-10
JZ-C,C,10/01/23,4,20:51:00,N,21.9,99.9,"DZ, JL",B,70,5,"5 - 3 DZ, 2 JL",2023-01-10
JZ-C,C,10/01/23,4,20:51:00,N,21.9,99.9,"DZ, JL",C,90,5,"5 - 3 DZ, 2 JL",2023-01-10
JZ-C,C,10/01/23,4,20:51:00,N,21.9,99.9,"DZ, JL",D,80,30,"5 - 3 DZ, 2 JL",2023-01-10
JZ-N,N,10/01/23,1,21:15:00,LL,23.1,99.9,"DZ, JL",A,10,20,"4 - 3 JL, 1 DZ",2023-01-10
JZ-N,N,10/01/23,1,21:15:00,LL,23.1,99.9,"DZ, JL",B,70,40,"4 - 3 JL, 1 DZ",2023-01-10
JZ-N,N,10/01/23,1,21:15:00,LL,23.1,99.9,"DZ, JL",C,30,70,"4 - 3 JL, 1 DZ",2023-01-10
JZ-N,N,10/01/23,1,21:15:00,LL,23.1,99.9,"DZ, JL",D,30,100,"4 - 3 JL, 1 DZ",2023-01-10
JZ-N,N,10/01/23,2,21:31:00,LL,22.3,99.9,"DZ, JL",A,50,30,"2 - 1 DZ, 1 JL",2023-01-10
JZ-N,N,10/01/23,2,21:31:00,LL,22.3,99.9,"DZ, JL",B,100,50,"2 - 1 DZ, 1 JL",2023-01-10
JZ-N,N,10/01/23,2,21:31:00,LL,22.3,99.9,"DZ, JL",C,100,70,"2 - 1 DZ, 1 JL",2023-01-10
JZ-N,N,10/01/23,2,21:31:00,LL,22.3,99.9,"DZ, JL",D,100,60,"2 - 1 DZ, 1 JL",2023-01-10
JZ-N,N,10/01/23,3,21:46:00,LL,23.6,99.9,"DZ, JL",A,100,15,0,2023-01-10
JZ-N,N,10/01/23,3,21:46:00,LL,23.6,99.9,"DZ, JL",B,100,5,0,2023-01-10
JZ-N,N,10/01/23,3,21:46:00,LL,23.6,99.9,"DZ, JL",C,100,35,0,2023-01-10
JZ-N,N,10/01/23,3,21:46:00,LL,23.6,99.9,"DZ, JL",D,100,5,0,2023-01-10
JZ-N,N,10/01/23,4,22:02:00,LL,21.9,99.9,"DZ, JL",A,5,10,"5 - 3 DZ, 2 JL",2023-01-10
JZ-N,N,10/01/23,4,22:02:00,LL,21.9,99.9,"DZ, JL",B,100,30,"5 - 3 DZ, 2 JL",2023-01-10
JZ-N,N,10/01/23,4,22:02:00,LL,21.9,99.9,"DZ, JL",C,100,45,"5 - 3 DZ, 2 JL",2023-01-10
JZ-N,N,10/01/23,4,22:02:00,LL,21.9,99.9,"DZ, JL",D,50,70,"5 - 3 DZ, 2 JL",2023-01-10
FCAT-B1,B,11/01/23,1,20:06:00,LL,22.8,99.9,"DZ, JL",A,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,1,20:06:00,LL,22.8,99.9,"DZ, JL",B,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,1,20:06:00,LL,22.8,99.9,"DZ, JL",C,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,1,20:06:00,LL,22.8,99.9,"DZ, JL",D,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,2,20:20:00,LL,22.9,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-11
FCAT-B1,B,11/01/23,2,20:20:00,LL,22.9,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-11
FCAT-B1,B,11/01/23,2,20:20:00,LL,22.9,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-11
FCAT-B1,B,11/01/23,2,20:20:00,LL,22.9,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-11
FCAT-B1,B,11/01/23,3,20:35:00,LL,22.5,99.9,"DZ, JL",A,same,same,2 - 2 JL,2023-01-11
FCAT-B1,B,11/01/23,3,20:35:00,LL,22.5,99.9,"DZ, JL",B,same,same,2 - 2 JL,2023-01-11
FCAT-B1,B,11/01/23,3,20:35:00,LL,22.5,99.9,"DZ, JL",C,same,same,2 - 2 JL,2023-01-11
FCAT-B1,B,11/01/23,3,20:35:00,LL,22.5,99.9,"DZ, JL",D,same,same,2 - 2 JL,2023-01-11
FCAT-B1,B,11/01/23,4,20:50:00,LL,23.1,99.9,"DZ, JL",A,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,4,20:50:00,LL,23.1,99.9,"DZ, JL",B,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,4,20:50:00,LL,23.1,99.9,"DZ, JL",C,same,same,0,2023-01-11
FCAT-B1,B,11/01/23,4,20:50:00,LL,23.1,99.9,"DZ, JL",D,same,same,0,2023-01-11
FCAT-V1,V,11/01/23,1,21:12:00,LL,22.6,99.9,"DZ, JL",A,same,same,"4 - 3 DZ, 1 JL",2023-01-11
FCAT-V1,V,11/01/23,1,21:12:00,LL,22.6,99.9,"DZ, JL",B,same,same,"4 - 3 DZ, 1 JL",2023-01-11
FCAT-V1,V,11/01/23,1,21:12:00,LL,22.6,99.9,"DZ, JL",C,same,same,"4 - 3 DZ, 1 JL",2023-01-11
FCAT-V1,V,11/01/23,1,21:12:00,LL,22.6,99.9,"DZ, JL",D,same,same,"4 - 3 DZ, 1 JL",2023-01-11
FCAT-V1,V,11/01/23,2,21:27:00,LL,21.5,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-01-11
FCAT-V1,V,11/01/23,2,21:27:00,LL,21.5,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-01-11
FCAT-V1,V,11/01/23,2,21:27:00,LL,21.5,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-01-11
FCAT-V1,V,11/01/23,2,21:27:00,LL,21.5,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-01-11
FCAT-V1,V,11/01/23,3,21:41:00,LL,24.4,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-11
FCAT-V1,V,11/01/23,3,21:41:00,LL,24.4,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-11
FCAT-V1,V,11/01/23,3,21:41:00,LL,24.4,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-11
FCAT-V1,V,11/01/23,3,21:41:00,LL,24.4,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-11
FCAT-V1,V,11/01/23,4,21:55:00,LL,22.3,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL, Imantodes cenchoa",2023-01-11
FCAT-V1,V,11/01/23,4,21:55:00,LL,22.3,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL, Imantodes cenchoa",2023-01-11
FCAT-V1,V,11/01/23,4,21:55:00,LL,22.3,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL, Imantodes cenchoa",2023-01-11
FCAT-V1,V,11/01/23,4,21:55:00,LL,22.3,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL, Imantodes cenchoa",2023-01-11
JZ-N,N,12/01/23,1,20:10:00,N,22.6,99.9,"DZ, JL",A,same,same,"3 - 2 JL, 1 DZ",2023-01-12
JZ-N,N,12/01/23,1,20:10:00,N,22.6,99.9,"DZ, JL",B,same,same,"3 - 2 JL, 1 DZ",2023-01-12
JZ-N,N,12/01/23,1,20:10:00,N,22.6,99.9,"DZ, JL",C,same,same,"3 - 2 JL, 1 DZ",2023-01-12
JZ-N,N,12/01/23,1,20:10:00,N,22.6,99.9,"DZ, JL",D,same,same,"3 - 2 JL, 1 DZ",2023-01-12
JZ-N,N,12/01/23,2,20:24:00,N,21.7,99.8,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,2,20:24:00,N,21.7,99.8,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,2,20:24:00,N,21.7,99.8,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,2,20:24:00,N,21.7,99.8,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,3,20:38:00,N,21.3,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,3,20:38:00,N,21.3,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,3,20:38:00,N,21.3,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,3,20:38:00,N,21.3,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,4,20:52:00,N,20.9,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,4,20:52:00,N,20.9,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,4,20:52:00,N,20.9,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-12
JZ-N,N,12/01/23,4,20:52:00,N,20.9,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,1,21:12:00,N,21.4,99.9,"DZ, JL",A,same,same,0,2023-01-12
JZ-C,C,12/01/23,1,21:12:00,N,21.4,99.9,"DZ, JL",B,same,same,0,2023-01-12
JZ-C,C,12/01/23,1,21:12:00,N,21.4,99.9,"DZ, JL",C,same,same,0,2023-01-12
JZ-C,C,12/01/23,1,21:12:00,N,21.4,99.9,"DZ, JL",D,same,same,0,2023-01-12
JZ-C,C,12/01/23,2,21:26:00,N,21.2,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-01-12
JZ-C,C,12/01/23,2,21:26:00,N,21.2,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-01-12
JZ-C,C,12/01/23,2,21:26:00,N,21.2,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-01-12
JZ-C,C,12/01/23,2,21:26:00,N,21.2,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-01-12
JZ-C,C,12/01/23,3,21:40:00,N,22.2,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,3,21:40:00,N,22.2,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,3,21:40:00,N,22.2,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,3,21:40:00,N,22.2,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,4,21:54:00,N,21.3,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,4,21:54:00,N,21.3,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,4,21:54:00,N,21.3,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-12
JZ-C,C,12/01/23,4,21:54:00,N,21.3,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-12
FCAT-V1,V,13/01/23,1,20:02:00,N,21.9,99.9,"DZ, JL",A,same,same,1 - 1 DZ,2023-01-13
FCAT-V1,V,13/01/23,1,20:02:00,N,21.9,99.9,"DZ, JL",B,same,same,1 - 1 DZ,2023-01-13
FCAT-V1,V,13/01/23,1,20:02:00,N,21.9,99.9,"DZ, JL",C,same,same,1 - 1 DZ,2023-01-13
FCAT-V1,V,13/01/23,1,20:02:00,N,21.9,99.9,"DZ, JL",D,same,same,1 - 1 DZ,2023-01-13
FCAT-V1,V,13/01/23,2,20:16:00,N,21.6,99.9,"DZ, JL",A,same,same,"5 - 3 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,2,20:16:00,N,21.6,99.9,"DZ, JL",B,same,same,"5 - 3 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,2,20:16:00,N,21.6,99.9,"DZ, JL",C,same,same,"5 - 3 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,2,20:16:00,N,21.6,99.9,"DZ, JL",D,same,same,"5 - 3 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,3,20:30:00,N,21.7,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,3,20:30:00,N,21.7,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,3,20:30:00,N,21.7,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,3,20:30:00,N,21.7,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-01-13
FCAT-V1,V,13/01/23,4,20:45:00,N,21.2,99.9,"DZ, JL",A,same,same,"5 - 3 JL, 2 DZ",2023-01-13
FCAT-V1,V,13/01/23,4,20:45:00,N,21.2,99.9,"DZ, JL",B,same,same,"5 - 3 JL, 2 DZ",2023-01-13
FCAT-V1,V,13/01/23,4,20:45:00,N,21.2,99.9,"DZ, JL",C,same,same,"5 - 3 JL, 2 DZ",2023-01-13
FCAT-V1,V,13/01/23,4,20:45:00,N,21.2,99.9,"DZ, JL",D,same,same,"5 - 3 JL, 2 DZ",2023-01-13
FCAT-B1,B,13/01/23,1,21:10:00,LL,22.6,98.7,"DZ, JL",A,same,same,1 - 1 JL,2023-01-13
FCAT-B1,B,13/01/23,1,21:10:00,LL,22.6,98.7,"DZ, JL",B,same,same,1 - 1 JL,2023-01-13
FCAT-B1,B,13/01/23,1,21:10:00,LL,22.6,98.7,"DZ, JL",C,same,same,1 - 1 JL,2023-01-13
FCAT-B1,B,13/01/23,1,21:10:00,LL,22.6,98.7,"DZ, JL",D,same,same,1 - 1 JL,2023-01-13
FCAT-B1,B,13/01/23,2,21:24:00,LL,21.7,99.9,"DZ, JL",A,same,same,"7 - 4 DZ, 3 JL",2023-01-13
FCAT-B1,B,13/01/23,2,21:24:00,LL,21.7,99.9,"DZ, JL",B,same,same,"7 - 4 DZ, 3 JL",2023-01-13
FCAT-B1,B,13/01/23,2,21:24:00,LL,21.7,99.9,"DZ, JL",C,same,same,"7 - 4 DZ, 3 JL",2023-01-13
FCAT-B1,B,13/01/23,2,21:24:00,LL,21.7,99.9,"DZ, JL",D,same,same,"7 - 4 DZ, 3 JL",2023-01-13
FCAT-B1,B,13/01/23,3,21:38:00,LL,21.7,99.9,"DZ, JL",A,same,same,"2 - 1 DZ, 1 JL",2023-01-13
FCAT-B1,B,13/01/23,3,21:38:00,LL,21.7,99.9,"DZ, JL",B,same,same,"2 - 1 DZ, 1 JL",2023-01-13
FCAT-B1,B,13/01/23,3,21:38:00,LL,21.7,99.9,"DZ, JL",C,same,same,"2 - 1 DZ, 1 JL",2023-01-13
FCAT-B1,B,13/01/23,3,21:38:00,LL,21.7,99.9,"DZ, JL",D,same,same,"2 - 1 DZ, 1 JL",2023-01-13
FCAT-B1,B,13/01/23,4,21:52:00,LL,21.4,99.9,"DZ, JL",A,same,same,2 - 2 DZ,2023-01-13
FCAT-B1,B,13/01/23,4,21:52:00,LL,21.4,99.9,"DZ, JL",B,same,same,2 - 2 DZ,2023-01-13
FCAT-B1,B,13/01/23,4,21:52:00,LL,21.4,99.9,"DZ, JL",C,same,same,2 - 2 DZ,2023-01-13
FCAT-B1,B,13/01/23,4,21:52:00,LL,21.4,99.9,"DZ, JL",D,same,same,2 - 2 DZ,2023-01-13
JZ-C,C,14/01/23,1,20:00:00,N,23.1,99.9,"DZ, JL",A,same,same,"4 - 2 DZ, 2 JL",2023-01-14
JZ-C,C,14/01/23,1,20:00:00,N,23.1,99.9,"DZ, JL",B,same,same,"4 - 2 DZ, 2 JL",2023-01-14
JZ-C,C,14/01/23,1,20:00:00,N,23.1,99.9,"DZ, JL",C,same,same,"4 - 2 DZ, 2 JL",2023-01-14
JZ-C,C,14/01/23,1,20:00:00,N,23.1,99.9,"DZ, JL",D,same,same,"4 - 2 DZ, 2 JL",2023-01-14
JZ-C,C,14/01/23,2,20:14:00,N,21.2,99.9,"DZ, JL",A,same,same,"2 - 1 DZ, 1 JL",2023-01-14
JZ-C,C,14/01/23,2,20:14:00,N,21.2,99.9,"DZ, JL",B,same,same,"2 - 1 DZ, 1 JL",2023-01-14
